"item","domain","wasserstein","alignment","comparison"
"Extraversion_1","Extraversion",0.714340836012862,0.821414790996785,"llm_src_en_gpt_vs_human_src_en"
"Extraversion_2","Extraversion",1.11327974276527,0.721680064308682,"llm_src_en_gpt_vs_human_src_en"
"Extraversion_3","Extraversion",1.9327652733119,0.516808681672026,"llm_src_en_gpt_vs_human_src_en"
"Extraversion_4","Extraversion",0.653279742765273,0.836680064308682,"llm_src_en_gpt_vs_human_src_en"
"Extraversion_5","Extraversion",1.12292604501608,0.719268488745981,"llm_src_en_gpt_vs_human_src_en"
"Extraversion_6","Extraversion",1.28405144694534,0.678987138263666,"llm_src_en_gpt_vs_human_src_en"
"Extraversion_7","Extraversion",0.815819935691318,0.79604501607717,"llm_src_en_gpt_vs_human_src_en"
"Extraversion_8","Extraversion",1.24511254019293,0.688721864951769,"llm_src_en_gpt_vs_human_src_en"
"Extraversion_9","Extraversion",1.12578778135048,0.71855305466238,"llm_src_en_gpt_vs_human_src_en"
"Extraversion_10","Extraversion",0.67967845659164,0.83008038585209,"llm_src_en_gpt_vs_human_src_en"
"Extraversion_11","Extraversion",1.03504823151125,0.741237942122187,"llm_src_en_gpt_vs_human_src_en"
"Extraversion_12","Extraversion",0.768167202572347,0.807958199356913,"llm_src_en_gpt_vs_human_src_en"
"Agreeableness_1","Agreeableness",0.20096463022508,0.94975884244373,"llm_src_en_gpt_vs_human_src_en"
"Agreeableness_2","Agreeableness",0.42443729903537,0.893890675241158,"llm_src_en_gpt_vs_human_src_en"
"Agreeableness_3","Agreeableness",1.17221864951768,0.706945337620579,"llm_src_en_gpt_vs_human_src_en"
"Agreeableness_4","Agreeableness",2.52019292604502,0.369951768488746,"llm_src_en_gpt_vs_human_src_en"
"Agreeableness_5","Agreeableness",1.9327652733119,0.516808681672026,"llm_src_en_gpt_vs_human_src_en"
"Agreeableness_6","Agreeableness",0.636141479099678,0.84096463022508,"llm_src_en_gpt_vs_human_src_en"
"Agreeableness_7","Agreeableness",1.11218649517685,0.721953376205788,"llm_src_en_gpt_vs_human_src_en"
"Agreeableness_8","Agreeableness",1.42694533762058,0.643263665594855,"llm_src_en_gpt_vs_human_src_en"
"Agreeableness_9","Agreeableness",0.948553054662379,0.762861736334405,"llm_src_en_gpt_vs_human_src_en"
"Agreeableness_10","Agreeableness",3.35942122186495,0.160144694533762,"llm_src_en_gpt_vs_human_src_en"
"Agreeableness_11","Agreeableness",0.585209003215434,0.853697749196141,"llm_src_en_gpt_vs_human_src_en"
"Agreeableness_12","Agreeableness",0.714244372990354,0.821438906752412,"llm_src_en_gpt_vs_human_src_en"
"Conscientiousness_1","Conscientiousness",1.40122186495177,0.649694533762058,"llm_src_en_gpt_vs_human_src_en"
"Conscientiousness_2","Conscientiousness",0.743536977491961,0.81411575562701,"llm_src_en_gpt_vs_human_src_en"
"Conscientiousness_3","Conscientiousness",0.471446945337621,0.882138263665595,"llm_src_en_gpt_vs_human_src_en"
"Conscientiousness_4","Conscientiousness",0.663826366559485,0.834043408360129,"llm_src_en_gpt_vs_human_src_en"
